STATEABBRV,COUNTY,STCOFIPS,POPULATION,RISK_SCORE,CFLD_RISKS,DRGT_RISKS,HWAV_RISKS,HRCN_RISKS,IFLD_RISKS,WFIR_RISKS
AL,DeKalb,01049,71379,80.37531806615776,,87.27735368956743,64.03339755940912,69.67042136003337,81.74300254452926,73.75954198473282
AL,Elmore,01051,87755,72.16921119592875,,59.92366412213741,86.5446371226718,75.38589904046725,80.56615776081425,61.863867684478365
AL,Escambia,01053,36706,85.01908396946563,,63.93129770992366,83.78291586384074,96.5790571547768,67.27099236641222,74.01399491094148
AL,Etowah,01055,103320,87.34096692111959,,48.31424936386768,77.64932562620423,68.37713808927826,87.5,72.67811704834605
AL,Fayette,01057,16298,38.16793893129771,,49.77735368956743,67.66217084136159,63.99666249478515,41.0941475826972,27.512722646310433
AL,Franklin,01059,31999,67.71628498727735,,40.13994910941476,70.29543994861915,60.36712557363371,54.67557251908397,37.72264631043257
AL,Geneva,01061,26621,53.37150127226463,,70.32442748091603,52.922286448298,87.27576136837713,55.43893129770993,37.786259541984734
AL,Greene,01063,7714,29.293893129770993,,25.95419847328244,86.03082851637764,63.03712974551523,32.82442748091603,14.153944020356237
AL,Hale,01065,14753,39.090330788804074,,38.19974554707379,58.92742453436095,68.6691697955778,41.79389312977099,25.572519083969464
AL,Henry,01067,17074,42.04834605597965,,81.1704834605598,43.86640976236352,82.68669169795578,38.39058524173028,33.778625954198475
AL,Houston,01069,107125,87.78625954198473,,77.70356234096693,79.76878612716763,93.82561535252398,87.1501272264631,51.94020356234097
AL,Jackson,01071,52501,79.03944020356234,,83.36513994910942,53.72511239563262,59.36587400917814,78.72137404580153,61.19592875318066
AL,Jefferson,01073,673766,97.61450381679388,,26.81297709923664,97.62363519588952,76.59574468085107,98.09160305343512,79.07124681933843
AL,Lamar,01075,13961,31.393129770992367,,37.849872773536894,50.32113037893384,61.82728410513142,31.647582697201017,24.713740458015273
AL,Lauderdale,01077,93509,85.49618320610686,,53.68956743002544,84.6499678869621,61.11806424697539,84.22391857506362,23.791348600508904
AL,Lawrence,01079,33012,69.30661577608143,,72.80534351145039,81.59922928709057,62.95369211514393,63.70865139949109,33.14249363867685
AL,Lee,01081,173871,79.70737913486005,,79.42111959287533,92.0038535645472,82.186065915728,84.7328244274809,72.39185750636132
AL,Limestone,01083,101053,79.9618320610687,,75.25445292620864,72.28644829800899,60.200250312891114,76.68575063613233,25.763358778625957
AL,Lowndes,01085,10307,29.07124681933842,,52.25826972010178,72.67180475272961,71.42261159783062,31.870229007633593,31.48854961832061
AL,Macon,01087,19491,23.85496183206107,,71.50127226463104,59.73025048169557,68.87776387150605,34.79643765903308,52.83078880407125
AL,Madison,01089,387825,94.56106870229009,,60.55979643765903,94.21965317919077,70.4630788485607,95.92875318066157,36.06870229007634
AL,Marengo,01091,19291,52.16284987277354,,53.49872773536896,71.16249197174052,77.43012098456404,50.636132315521635,38.83587786259542
AL,Marion,01093,29281,69.14758269720102,,37.595419847328245,67.63005780346822,67.62619941593658,63.99491094147582,37.086513994910945
AL,Marshall,01095,97552,87.30916030534351,,54.134860050890595,80.76429030186254,68.96120150187734,85.2735368956743,63.167938931297705
AL,Mobile,01097,414514,98.02798982188295,90.60000000000002,86.22773536895673,95.95375722543352,99.41593658740092,95.89694656488548,93.47964376590332
AL,Monroe,01099,19743,48.66412213740458,18.0,61.19592875318066,59.15221579961464,87.94326241134752,41.9529262086514,42.239185750636125
AL,Montgomery,01101,228847,91.82569974554707,,56.80661577608143,96.53179190751445,87.3174801835628,94.05216284987277,51.62213740458015
AL,Morgan,01103,123349,88.83587786259542,,47.837150127226465,88.08606294155426,68.00166875260743,86.73664122137404,48.918575063613225
AL,Perry,01105,8480,18.829516539440203,,60.591603053435115,48.81181759794477,69.29495202336253,22.455470737913487,23.155216284987276
AL,Pickens,01107,19095,44.6882951653944,,43.034351145038165,79.70456005138085,69.2532332081769,41.85750636132315,27.89440203562341
AL,Pike,01109,32965,43.98854961832061,,51.43129770992366,76.2684649967887,83.56278681685441,47.614503816793885,33.87404580152672
AL,Randolph,01111,21932,30.59796437659033,,42.461832061068705,45.3757225433526,71.9232373800584,41.98473282442748,63.77226463104325
AL,Russell,01113,59131,54.739185750636125,,76.30407124681933,77.296082209377,75.177304964539,66.85750636132316,55.6615776081425
AL,St. Clair,01115,90899,72.13740458015268,,44.211195928753185,71.70841361592807,56.65415102211097,75.92239185750637,71.7557251908397
AL,Shelby,01117,222782,90.2671755725191,,49.10941475826972,88.56775850995504,65.95744680851064,91.57124681933843,74.30025445292621
AL,Sumter,01119,12322,53.021628498727736,,57.09287531806616,67.91907514450867,76.26199415936587,54.770992366412216,34.4147582697201
AL,Talladega,01121,81988,84.66921119592875,,56.36132315521628,81.79190751445087,74.42636629119733,87.24554707379136,79.13486005089058
AL,Tallapoosa,01123,41279,67.4618320610687,,39.94910941475827,84.26461143224147,74.21777221526908,77.86259541984732,75.06361323155215
AL,Tuscaloosa,01125,226701,90.80788804071248,,43.161577608142494,95.6005138086063,81.10137672090113,91.63486005089058,57.09287531806616
AL,Walker,01127,65276,82.60178117048346,,39.53562340966921,84.6820809248555,58.28118481435127,85.7824427480916,62.46819338422392
AL,Washington,01129,15333,45.64249363867685,21.6,45.70610687022901,52.44059087989724,86.94201084689195,38.3587786259542,65.83969465648855
AL,Wilcox,01131,10548,36.704834605597966,,36.323155216284995,44.79768786127168,76.42886942010847,53.0852417302799,45.70610687022901
AL,Winston,01133,23478,59.19211195928753,,26.176844783715016,62.71676300578035,62.78681685440134,64.7264631043257,59.12849872773537
AK,Aleutians East,02013,3374,21.342239185750635,0.0,0.0,,,0.0,0.063613231552163
AK,Aleutians West,02016,5168,67.30279898218829,0.0,0.0,,,0.0,0.0
AK,Anchorage,02020,290985,97.39185750636133,28.000000000000004,0.0,,,0.190839694656489,78.62595419847328
AK,Bethel,02050,18633,44.30661577608143,0.0,0.0,,,9.573791348600508,83.84223918575063
AK,Bristol Bay,02060,843,1.208651399491094,0.0,0.0,,,0.0,34.223918575063614
AK,Chugach,02063,7011,19.62468193384224,20.8,0.0,,,0.763358778625954,1.304071246819339
AK,Copper River,02066,2596,39.94910941475827,0.0,0.0,,,1.908396946564886,83.65139949109415
AK,Denali,02068,1615,28.307888040712474,,0.0,,,1.463104325699746,84.764631043257
AK,Dillingham,02070,4845,35.68702290076336,0.0,0.0,,,3.085241730279898,62.150127226463106
AK,Fairbanks North Star,02090,95579,88.51781170483459,,0.0,,,45.67430025445292,97.61450381679388
AK,Haines,02100,2080,4.293893129770993,0.0,0.0,,,0.826972010178117,4.993638676844784
AK,Hoonah-Angoon,02105,2313,14.31297709923664,22.8,0.0,,,1.304071246819339,5.566157760814249
AK,Juneau,02110,32108,11.513994910941475,38.0,0.0,,,12.213740458015266,19.529262086513995
AK,Kenai Peninsula,02122,58731,93.03435114503817,33.800000000000004,12.309160305343513,,,43.765903307888046,97.07379134860051
AK,Ketchikan Gateway,02130,13937,1.685750636132316,26.0,0.0,,,4.548346055979644,10.941475826972011
AK,Kodiak Island,02150,13076,65.13994910941476,0.0,0.0,,,4.421119592875318,23.21882951653944
AK,Kusilvak,02158,8356,57.91984732824428,0.0,0.0,,,0.0,46.9147582697201
AK,Lake and Peninsula,02164,1472,6.26590330788804,0.0,0.0,,,0.159033078880407,45.45165394402035
AK,Matanuska-Susitna,02170,107000,93.25699745547074,0.0,0.0,,,51.30407124681934,94.65648854961832
AK,Nome,02180,10031,34.06488549618321,0.0,0.0,,,5.725190839694656,45.16539440203562
AK,North Slope,02185,10651,14.75826972010178,0.0,0.0,,,2.608142493638677,11.38676844783715
AK,Northwest Arctic,02188,7726,54.58015267175572,0.0,0.0,,,3.403307888040712,65.68066157760815
AK,Petersburg,02195,3393,15.426208651399492,0.0,0.0,,,0.986005089058524,3.403307888040712
AK,Prince of Wales-Hyder,02198,5714,0.954198473282443,0.0,0.0,,,3.753180661577608,10.114503816793894
AK,Sitka,02220,8434,23.823155216284988,34.0,0.0,,,2.639949109414758,8.746819338422391
AK,Skagway,02230,1238,0.477099236641221,0.0,0.0,,,0.254452926208651,2.44910941475827
AK,Southeast Fairbanks,02240,6763,57.029262086513995,,0.0,,,9.35114503816794,97.10559796437659
AK,Wrangell,02275,2120,0.063613231552163,0.0,0.0,,,0.413486005089058,1.526717557251908
AK,Yakutat,02282,647,2.958015267175572,0.0,0.0,,,0.286259541984733,1.685750636132316
AK,Yukon-Koyukuk,02290,5280,61.54580152671756,,0.0,,,6.647582697201019,93.00254452926208
AZ,Apache,04001,65844,78.7849872773537,,50.25445292620865,46.660244059087994,11.681268251981644,80.72519083969466,97.90076335877863
AZ,Cochise,04003,125169,92.84351145038168,,90.01272264631042,99.06872190109183,34.209428452231954,93.8295165394402,99.17302798982189
AZ,Coconino,04005,144629,94.21119592875316,,25.06361323155216,63.90494540783558,0.0,96.46946564885496,99.39567430025444
AZ,Gila,04007,53118,90.17175572519085,,24.618320610687025,86.7373153500321,7.676261994159366,93.06615776081425,99.07760814249365
AZ,Graham,04009,38453,64.59923664122137,,79.51653944020356,95.02247912652538,13.68377138089278,67.93893129770993,94.27480916030532
AZ,Greenlee,04011,9527,12.372773536895677,,31.90203562340967,60.43673731535003,7.384230287859824,29.64376590330789,82.50636132315522
AZ,La Paz,04012,16451,83.52417302798982,,80.43893129770991,90.20552344251765,16.68752607425949,91.47582697201018,70.16539440203562
AZ,Maricopa,04013,4418836,99.87277353689569,,97.70992366412212,100.0,26.574885273258243,99.87277353689569,99.61832061068702
AZ,Mohave,04015,212833,94.75190839694656,,20.833333333333336,98.55491329479769,0.0,97.07379134860051,98.82315521628499
AZ,Navajo,04017,106501,88.07251908396947,,52.035623409669206,56.71162491971741,0.0,89.50381679389314,98.79134860050893
AZ,Pima,04019,1042716,99.10941475826972,,69.62468193384224,99.77520873474631,18.69002920317063,99.52290076335876,99.65012722646308
AZ,Pinal,04021,424095,93.8295165394402,,95.67430025445293,98.87604367373156,18.815185648727574,96.37404580152673,97.99618320610686
AZ,Santa Cruz,04023,47632,88.32697201017811,,54.51653944020356,99.00449582530509,17.271589486858574,87.40458015267176,98.05979643765905
AZ,Yavapai,04025,235830,93.73409669211196,,29.389312977099237,84.97109826589595,0.0,96.0559796437659,99.58651399491094
AZ,Yuma,04027,203299,92.55725190839696,,74.77735368956743,96.66024405908799,22.736754276178555,90.96692111959288,59.223918575063614
AR,Arkansas,05001,17079,63.19974554707379,,66.53944020356234,68.78612716763006,60.95118898623279,58.396946564885496,19.84732824427481
AR,Ashley,05003,19013,53.912213740458014,,80.85241730279897,78.67694283879256,65.12307050479767,54.007633587786266,32.092875318066156
AR,Baxter,05005,41603,72.29643765903307,,0.0,76.043673731535,35.91989987484355,64.3765903307888,71.94656488549617
AR,Benton,05007,284135,88.74045801526718,,45.73791348600509,94.7334617854849,52.35711305798916,90.42620865139949,92.77989821882952
AR,Boone,05009,37314,62.34096692111958,,0.0,64.41875401412975,37.46349603671256,51.24045801526719,65.5852417302799
AR,Bradley,05011,10528,30.756997455470735,,54.61195928753181,85.13166345536288,54.44305381727159,24.491094147582697,27.449109414758272
AR,Calhoun,05013,4734,2.258269720101781,,20.29262086513995,29.15863840719332,31.455986649979135,6.870229007633588,7.569974554707379
AR,Carroll,05015,28225,64.56743002544529,,0.0,68.88246628131022,50.43804755944931,65.10814249363868,64.91730279898219
AR,Chicot,05017,10180,43.765903307888046,,88.35877862595419,61.368015414258196,65.74885273258239,49.395674300254456,8.428753180661577
AR,Clark,05019,21403,41.0941475826972,,47.646310432569976,67.79062299293514,50.98039215686274,38.136132315521635,31.01145038167939
AR,Clay,05021,14532,71.62849872773536,,95.99236641221374,82.7552986512524,49.81226533166458,39.98091603053435,6.075063613231553
AR,Cleburne,05023,24667,72.70992366412213,,33.74681933842239,66.15285806037251,53.066332916145186,73.31424936386767,75.79516539440203
AR,Cleveland,05025,7546,9.478371501272264,,19.65648854961832,52.247912652536925,51.27242386316229,13.931297709923664,25.41348600508906
AR,Columbia,05027,22769,42.08015267175573,,56.265903307888046,78.00256904303147,61.03462661660409,24.58651399491094,31.806615776081426
AR,Conway,05029,20697,56.55216284987278,,61.641221374045806,71.13037893384714,52.732582394659985,45.35623409669211,74.90458015267176
AR,Craighead,05031,111202,91.793893129771,,92.14376590330787,95.18304431599229,56.82102628285357,78.7531806615776,43.829516539440206
AR,Crawford,05033,60118,71.5966921119593,,68.98854961832062,93.44894026974951,43.38756779307468,70.64249363867684,91.06234096692113
AR,Crittenden,05035,48103,82.95165394402035,,83.84223918575063,89.33847141939627,47.26741760534001,72.36005089058524,5.820610687022901
AR,Cross,05037,16824,64.91730279898219,,82.82442748091603,70.39177906229929,49.56195244055069,39.34478371501272,12.5
AR,Dallas,05039,6477,10.082697201017812,,24.236641221374043,50.83493898522801,45.30663329161452,17.68447837150127,13.8676844783715
AR,Desha,05041,11357,32.88804071246819,,70.73791348600508,64.00128452151573,63.28744263662912,33.396946564885496,3.212468193384224
AR,Drew,05043,17320,35.146310432569976,,82.3791348600509,77.87411689145793,56.57071339173968,18.98854961832061,25.667938931297712
AR,Faulkner,05045,123427,86.16412213740458,,48.05979643765903,91.68272318561336,52.816020025031285,77.00381679389314,77.7671755725191
AR,Franklin,05047,17065,49.395674300254456,,58.17430025445292,86.44829800899167,46.93366708385482,50.89058524173028,82.5381679389313
AR,Fulton,05049,12050,50.667938931297705,,0.0,66.53821451509313,32.874426366291196,45.64249363867685,56.04325699745547
AR,Garland,05051,100056,89.31297709923663,,0.0,93.9306358381503,62.07759699624531,90.10814249363868,72.86895674300254
AR,Grant,05053,17894,15.712468193384224,,18.956743002544528,61.143224149004496,37.79724655819774,16.730279898218832,24.1412213740458
AR,Greene,05055,45653,80.18447837150127,,90.36259541984732,91.00834938985228,46.05757196495619,63.231552162849866,29.961832061068705
AR,Hempstead,05057,20040,52.06743002544529,,61.164122137404576,70.00642260757868,64.99791405924071,43.86132315521628,32.76081424936387
AR,Hot Spring,05059,33028,55.534351145038165,,26.463104325699742,77.55298651252409,53.35836462244472,58.61959287531806,55.24809160305344
AR,Howard,05061,12764,48.50508905852418,,0.0,60.211946050096344,56.904463913224866,52.13104325699746,45.67430025445292
AR,Independence,05063,37877,69.08396946564885,,58.87404580152672,76.39691714836223,50.68836045056321,56.48854961832062,70.48346055979644
AR,Izard,05065,13545,53.0852417302799,,33.20610687022901,60.7257546563905,41.05131414267834,48.091603053435115,62.054707379134854
AR,Jackson,05067,16727,67.84351145038168,,88.42239185750637,70.03853564547207,53.858990404672504,43.92493638676845,44.24300254452926
AR,Jefferson,05069,67108,85.17811704834605,,62.945292620865146,91.36159280667952,65.28994576554025,78.21246819338423,57.63358778625955
AR,Johnson,05071,25685,58.14249363867684,,46.533078880407125,79.31920359666024,36.37880684188569,61.959287531806616,67.39821882951654
AR,Lafayette,05073,6303,33.23791348600509,,86.60941475826972,49.614643545279385,63.07884856070088,16.857506361323153,21.62849872773537
AR,Lawrence,05075,16184,67.87531806615776,,85.08269720101781,77.10340398201669,50.27117229870671,52.51272264631043,35.655216284987276
AR,Lee,05077,8594,40.426208651399484,,61.29134860050891,62.65253692999357,50.73007926574885,21.183206106870227,7.315521628498728
AR,Lincoln,05079,12931,29.770992366412212,,90.77608142493636,65.70327552986512,57.65540258656654,24.36386768447837,16.730279898218832
AR,Little River,05081,12005,44.052162849872765,,79.35750636132317,57.89980732177264,42.803504380475594,44.11577608142493,37.88167938931298
AR,Logan,05083,21102,48.18702290076336,,58.96946564885496,73.37829158638407,44.931163954943685,56.902035623409674,71.56488549618321
AR,Lonoke,05085,74002,75.09541984732824,,40.04452926208651,85.00321130378934,52.85773884021694,69.3384223918575,52.19465648854962
AR,Madison,05087,16496,45.06997455470738,,0.0,77.58509955041747,45.51522736754276,53.88040712468194,71.2150127226463
AR,Marion,05089,16754,47.96437659033079,,0.0,61.04688503532434,32.7909887359199,43.06615776081425,64.98091603053436
AR,Miller,05091,42561,70.83333333333334,,79.80279898218829,87.1868978805395,51.35586149353358,57.283715012722645,64.28117048346056
AR,Mississippi,05093,40536,89.2175572519084,,98.6323155216285,93.19203596660245,52.98289528577388,63.040712468193384,11.673027989821882
AR,Monroe,05095,6781,36.51399491094148,,50.540712468193384,48.84393063583815,49.35335836462245,28.403307888040715,20.32442748091603
AR,Montgomery,05097,8481,30.693384223918574,,0.0,53.43609505459217,42.219440967876515,48.66412213740458,61.45038167938931
AR,Nevada,05099,8255,30.56615776081425,,41.76208651399491,55.362877328195246,56.94618272841051,24.013994910941474,29.48473282442748
AR,Newton,05101,7210,18.447837150127228,,0.0,37.12267180475273,17.688777638715063,21.310432569974555,50.98600508905853
AR,Ouachita,05103,22627,51.20865139949109,,22.74173027989822,76.6538214515093,56.15352523988319,53.05343511450383,28.498727735368956
AR,Perry,05105,10019,28.053435114503817,,54.54834605597965,55.61978163134233,34.96036712557363,38.54961832061068,55.05725190839694
AR,Phillips,05107,16523,61.67302798982188,,75.09541984732824,75.24084778420038,58.11430955360868,46.151399491094146,18.28880407124682
AR,Pike,05109,10148,26.55852417302799,,38.645038167938935,51.0597302504817,49.645390070921984,39.94910941475827,49.904580152671755
AR,Poinsett,05111,22933,72.51908396946563,,89.09033078880407,76.01156069364163,44.2636629119733,37.27735368956743,7.442748091603053
AR,Polk,05113,19179,46.11959287531807,,0.0,68.43288375080283,45.8072590738423,53.37150127226463,82.44274809160305
AR,Pope,05115,63305,77.83078880407125,,51.87659033078881,86.1271676300578,42.97037964121819,75.28625954198473,72.32824427480917
AR,Prairie,05117,8271,41.38040712468193,,44.910941475826974,51.38086062941555,49.60367125573634,43.225190839694655,20.419847328244277
AR,Pulaski,05119,398830,96.78753180661576,,24.204834605597963,95.85741811175336,71.75636211931581,96.75572519083968,71.81933842239185
AR,Randolph,05121,18571,66.98473282442748,,65.17175572519083,82.85163776493256,49.26992073425115,45.51526717557252,40.04452926208651
AR,St. Francis,05123,23033,74.74554707379136,,83.01526717557252,85.35645472061658,51.230705047976635,41.18956743002545,27.067430025445297
AR,Saline,05125,123011,77.63994910941476,,25.41348600508906,92.35709698137443,56.07008760951189,74.90458015267176,61.51399491094147
AR,Scott,05127,9827,26.84478371501272,,0.0,49.32562620423892,34.376303712974554,45.038167938931295,67.08015267175573
AR,Searcy,05129,7772,27.735368956743,,0.0,36.86576750160565,17.229870671672927,20.99236641221374,67.970737913486
AR,Sebastian,05131,127706,86.80025445292621,,38.42239185750636,96.4354527938343,49.436795994993744,86.06870229007633,90.36259541984732
AR,Sevier,05133,15824,64.94910941475827,,46.69211195928753,66.40976236351959,54.06758448060075,48.15521628498728,58.0470737913486
AR,Sharp,05135,17262,68.06615776081425,,30.407124681933844,71.67630057803468,51.06382978723404,66.34860050890585,54.51653944020356
AR,Stone,05137,12346,49.87277353689568,,31.424936386768447,53.66088631984586,38.71506049228202,47.391857506361326,68.09796437659033
AR,Union,05139,39006,53.88040712468194,,31.711195928753185,84.39306358381504,59.44931163954944,51.20865139949109,27.92620865139949
AR,Van Buren,05141,15758,50.572519083969475,,0.0,61.5606936416185,36.337088026700044,47.900763358778626,75.19083969465649
AR,Washington,05143,245782,92.2709923664122,,0.0,99.35773924213228,54.401335002085936,90.13994910941477,94.05216284987277
AR,White,05145,76780,85.71882951653944,,69.72010178117048,88.37508028259474,54.60992907801418,80.69338422391857,79.38931297709924
AR,Woodruff,05147,6263,42.270992366412216,,87.40458015267176,46.885035324341686,49.77054651647893,34.478371501272264,11.60941475826972
AR,Yell,05149,20235,58.93765903307888,,44.083969465648856,72.35067437379577,48.226950354609926,64.85368956743002,68.19338422391857
CA,Alameda,06001,1678284,99.77735368956743,86.0,85.94147582697201,97.55940912010277,,99.68193384223919,97.70992366412212
CA,Alpine,06003,1198,10.559796437659031,,0.0,4.592164418754014,,11.19592875318066,89.12213740458014
CA,Amador,06005,40427,79.19847328244275,,99.07760814249365,77.32819524727039,,70.00636132315522,98.12340966921121
CA,Butte,06007,211490,93.92493638676845,,99.65012722646308,81.98458574181117,,93.22519083969466,98.53689567430024
CA,Calaveras,06009,45237,86.60941475826972,,98.25063613231552,84.10404624277457,,77.57633587786259,99.45928753180662
CA,Colusa,06011,21811,81.13867684478372,,99.68193384223919,65.38214515093128,,37.913486005089055,89.09033078880407
CA,Contra Costa,06013,1165466,99.49109414758269,66.0,94.62468193384224,98.26589595375722,,99.49109414758269,97.58269720101781
CA,Del Norte,06015,27709,94.43384223918576,42.4,40.01272264631043,14.932562620423893,,77.79898218829516,85.65521628498728
CA,El Dorado,06017,190978,91.412213740458,,77.06743002544529,67.98330122029544,,91.69847328244275,99.71374045801527
CA,Fresno,06019,1007944,99.30025445292621,,100.0,97.94476557482338,,98.69592875318067,98.441475826972
CA,Glenn,06021,28889,74.42748091603053,,99.45928753180662,74.75915221579962,,42.30279898218829,91.76208651399493
CA,Humboldt,06023,135972,96.75572519083968,87.8,78.53053435114504,47.2703917790623,,94.17938931297711,95.51526717557253
CA,Imperial,06025,179319,96.46946564885496,,69.24300254452926,93.96274887604368,22.31956612432207,94.11577608142494,76.04961832061069
CA,Inyo,06027,18979,79.32569974554707,,23.44147582697201,97.81631342324985,,61.60941475826972,83.68320610687023
CA,Kern,06029,908530,98.88676844783714,,94.529262086514,99.48619139370584,,98.47328244274809,99.74554707379136
CA,Kings,06031,152259,92.43002544529261,,99.74554707379136,97.91265253692998,,87.69083969465649,77.09923664122137
CA,Lake,06033,68074,93.00254452926208,,95.89694656488548,52.633269107257554,,94.147582697201,99.10941475826972
CA,Lassen,06035,32683,73.09160305343512,,83.5559796437659,24.213230571612073,,74.36386768447836,97.48727735368956
CA,Los Angeles,06037,10005712,100.0,90.0,43.51145038167939,99.32562620423892,0.0,100.0,99.93638676844785
CA,Madera,06039,156146,96.43765903307887,,99.93638676844785,97.75208734746309,,93.9885496183206,99.36386768447836
CA,Marin,06041,262172,96.37404580152673,97.2,51.62213740458015,74.63070006422608,,96.53307888040713,94.56106870229009
CA,Mariposa,06043,17060,86.41857506361323,,75.54071246819338,98.42646114322417,,70.83333333333334,99.01399491094149
CA,Mendocino,06045,91247,94.3384223918575,54.400000000000006,97.42366412213741,52.376364804110466,,95.10178117048346,97.80534351145039
CA,Merced,06047,281054,96.85114503816794,,99.90458015267176,97.65574823378293,,94.6882951653944,92.17557251908397
CA,Modoc,06049,8672,39.69465648854962,,96.50127226463104,29.768786127167633,,44.81552162849873,92.93893129770991
CA,Mono,06051,13147,46.50127226463104,,78.11704834605598,23.410404624277454,,46.88295165394402,91.15776081424936
CA,Monterey,06053,438599,98.72773536895673,59.8,99.96819338422391,95.82530507386,,97.29643765903309,98.66412213740456
CA,Napa,06055,137956,95.26081424936386,68.2,99.49109414758269,66.8272318561336,,95.83333333333334,95.96055979643766
CA,Nevada,06057,102095,89.8854961832061,,0.0,57.80346820809249,,89.94910941475827,99.42748091603053
CA,Orange,06059,3183647,99.80916030534353,92.0,32.66539440203562,97.20616570327552,0.0,99.80916030534353,99.80916030534353
CA,Placer,06061,404590,93.06615776081425,,87.30916030534351,68.75401412973667,,95.76972010178118,98.69592875318067
CA,Plumas,06063,19746,86.38676844783714,,57.538167938931295,27.071290944123316,,87.94529262086515,98.6323155216285
CA,Riverside,06065,2416838,99.90458015267176,,55.6615776081425,98.45857418111753,11.973299958281183,99.90458015267176,99.96819338422391
CA,Sacramento,06067,1584652,98.12340966921121,0.0,99.36386768447836,96.11432241490044,,98.98218829516541,95.92875318066157
CA,San Benito,06069,64102,85.24173027989822,,97.04198473282445,59.85870263326911,,69.43384223918575,95.41984732824429
CA,San Bernardino,06071,2179979,99.84096692111959,,33.49236641221374,98.36223506743738,0.0,99.84096692111959,99.90458015267176
CA,San Diego,06073,3295981,99.71374045801527,72.8,59.4147582697201,98.747591522158,8.302044221944097,99.74554707379136,100.0
CA,San Francisco,06075,873808,99.52290076335876,62.0,69.30661577608143,93.8985228002569,,98.60050890585242,28.65776081424936
CA,San Joaquin,06077,778512,98.60050890585242,,99.87277353689569,97.39884393063583,,97.74173027989822,91.98473282442748
CA,San Luis Obispo,06079,280370,95.89694656488548,50.0,99.61832061068702,78.74116891457932,,96.66030534351144,98.31424936386767
CA,San Mateo,06081,763661,99.23664122137404,91.8,92.08015267175573,91.5863840719332,,98.441475826972,92.01653944020357
CA,Santa Barbara,06083,447998,98.98218829516541,51.4,99.84096692111959,75.36929993577392,0.0,98.6323155216285,99.20483460559797
CA,Santa Clara,06085,1934625,99.74554707379136,88.8,99.20483460559797,98.58702633269107,,99.77735368956743,97.39185750636133
